n,correct digits (estimated),N,lambda
487, 982, 2835, 5.7831862036963425367678522423825511460334440120165599682096694037961467566639494364679181928340670204677525100998891671413208690300766682344684510635610231259548228524491628225220803159743461525366338981837875512533488314464166710197367595727297279814282984742674180789688193935876614288722179980472231148412169806866618240516664909692828222071235370813751091566407496929450819752508729768484657771327161151975746584015433931370366853021832750111731692213630782842297850167814761254668484232581484078104234529345283412746994935998938717152510779395323697628443179550884636833753901209609760850817636591491899982130045072158278941537636755139673724371366962864794233146030565731850938364818061459326336863929153930098380773535087222892580510012459014671374852133260280617555993018450916603664670028382644256030061162332178676374139761933015359016897787821060884516200814265899033872769160408975151995792987061729012136736933697229212334493807470167736657916612389735217489177663478716
488, 982, 2835, 5.7831862022193550089860425336676522322917014602686698173287906846788990252756969438226469866473199601812164432600494157492356632419000100097874483934511451743004285641222111175834586429915329477527996719255942678899765605969787797990808080739472385085633226918407182192849930893362070381902181449652709847393087978059797235098780199795185735677698973164025580620605222398355550447479801702144536406630273996390883612417347898452158968907030651756217805290456556222862151227008029598051389769544219931129316707311619660087738691494349181335326832292992231670101028482932979537119800689284124722098365596215275113105926878540490770521131614536111108242967062161098208215322892451178478620182447014086209590909688781978077623694846055476527123963560216123486800890904577345137635920808985283241567961563491338133752798246287870830281098779892596425538236207800550031464411400027862709757959775731726530377208118167780758198777299153866550232600475353252369499865507930583013336057576033
489, 982, 2835, 5.7831862007544244856028995477720657863420893809253032239028167144856447318213094528294736085697643514705732591487742330604769725992696088776037561285721133672831823227034057826268748271836772345211678224422694157355397067698246072640079369372483131368732128510484275825502804374293765297323639482165703515580295385830221453276694582870520421692667258136351249750742901245092485977282261719595337981703856443262448480477051217736590670975455883774529276273493685850045781392117804822255602725637399249343527184545419102953938983383161819796437431444524329159588990331653152955263399146243125194392418814548460932327286456954676711517199272933392320152168355419613473606688345868045354530537149405636342886954539441029961673867991850328400639259650418478367531603673197219975107528373871930333840132845658428921870634961045272308635357620324893811507051938072942842679957581599973670654729069786557170536293030310648633208356470487560634039363715149409859243362592345541434673544300937
490, 982, 2835, 5.7831861993014281869764181827613876814469344494158467785556748333181260974519097500890139344905713513935325552216744296771759220202808882677816054964568373790482327102625880128974215034994338740531497612351776958255108194866107017779231248495281272043065568181513009749677777297723010101107577167548192121811076676029845604642599470672865105487572788542163361779876658530489111131525827314843063673160262953592460943093222266125812781862340645940139135003344491979631773654521275657311095166287036039150592312409085250361832839022981823571036427524926288853946085785925833826397418300570876928083345392448777651627405894355509120203253385805969098579442468845942221931995306715124060652716871114913844451298949118388316886219839786978410411343071589542491115707146139292810847772309553629851127142304467737764116417951146685383251828917778202181905024707362308624795705707825022702901780718137712983396976906338449128648421890298445879457412614526176095294290708134305049010910363389
491, 982, 2835, 5.7831861978602448307710507781976832934935359431811577953267273584653848296043118043236026605791558687472865072503769310126393187662159474102076770830238120145629227263026204147643008435708275412655570324334198743796842869849660386911116653211165961297845768829388785427746251855239365716394497713784951396211553336257745801510701851333918679479104405309019607972731832689307776569020521087061221024822889475452632418953150368935109176065146623879730029598317224429294980795378300939991872067852726455614694388729191739078385279547054912981654703959034886382369283684285433219926420576507333134419189715395987212630439337059324030190933089792645340088760223892970727834798311480486358522234221493956243026486025895970702476700361539273254670378191312565605948899993345567454642374193719428671377808185653946155890339034077107975249458711538066773882750386472337272933443993130702952616413249879846580461703465407666833080140064884981890542095277690513227151253577502012171421513349878
492, 982, 2835, 5.7831861964307546106978781467065635517346921881238468795754658174215788631936406237376093937390593603919076621618835264376206272539426277339596243606222797646054429624509964916095958894800277814494733141639188174285967452589889707239539085740755471514241113800205696275595814160666250672143178027791143266285275864041520455990342812566016866867246987696492618273663349206697018892550007785341993314277147165970028928979538217767874790811403747136694491349618794606009021282977711934219983807007339326070304916738142725326524516417595505239461801079812333294172193616307668077857017530534957724679678721754037760015160547699449297919982613825896855228172945966297525128951934860941892930610548122211586003017639984521066589671137080688799054170083528689064575648095771351976040623394820006660228765598760446753149982758677404772380431786970335881849057059747675457121131565102616365845273660243874366168311732485572482531053640660277638526023854451765109776707721916522798409133437584
493, 982, 2835, 5.7831861950128391755990675213210506074834656585880809278470483936624321913240084584101651338560156972547253534394420913005546006098661383330614608293577853853232336683362798053179616496752777063435293791071087377906389233084850427735819445587712274903768058649525480513115677199844726535911434440039635735580529183166183262936978000985292690521192589627353017802608294683161977748962717962073653372760148371502967772075972546981940828484348655082222416480502397615449661357096951528229697077957372853367489951585697873854030649667697907160238090996321123271753043060159195436847310543822849939987595505995580080024522460941500924629849396237641150256007916248937348931165963730889320829427855126391069862937232503713563075691124074961265793077693628967539347565791675282979436760869398754306925136800891295573837644054986967539000920734169374891322643692395107746829773049421873858982043503391129708863383227713743924561420390019978815065912457111399400815429404363048126793353623195
494, 982, 2835, 5.7831861936063816088703576927604793496611349283653248576281682584039524139533320388713384352267503136492621274363854308760124913573327182205707899045889925125250770343356304516703854315529137222035105894241765445386751719206321594573412815873375106374259871701694979568964767193531468507312397243729228496083476947993819520451246404158248327322093613214053457561729217746086822299193485881192496695277757818868288581783741100669169376288968316051769740423930844633488233528703741087303020134559875070083315012515578022779993874591381691576782368487705482437767953495240350647553307832075591667788480309254182277208245689108517657693748150720854089373953115551065198899390817379680450123542397611523343946418891743363293890933000381679010905167904128151132256492421487907949621928189600972717747939530001996364166247932051567194603056082808196463320780322261854021130844103276298433573250097375858012439640473284242344585963388431268058482465477456832589827632398186182617898945572761
495, 982, 2835, 5.7831861922112664082154378141562372531762781563232825428851068232670841669117108763130692822466187873536302975707728950664647607083675688151030688671803577483627716501303113479865948988646229577458271625403104183000120753195349140619941328239870334847831090013202948721658290876461162601222273254645427850589846200035287200675243785641408205373311564050702758760509813618221315827463955051248109438525914835398270628912396369099667731634212900622590284266476569150860253411704455854989098552179521443932472606184717592975320340307927866738947740228213320184391770478336017594957242812174394000819105385996394947769660252963224578868092388438354273990974471702841418646972598745312674106812844064756522154943844292324801765288700687369432258576985251494999744398163731891812639017950476691818536870097647658518590827568200125567464588217743016809677253967810896747427391821550568549946566574741395034994053790240824664416426657484464169352577699489805251821402539905951937794769528498
496, 982, 2835, 5.7831861908273794657262097608755692723480703970254957552165465346143861174421284859189389282807033541052795448358336292670363192419983580227514857105405276099325806298988808600494157201339057044456045488108916768310617891349316675069162008342513884905733916052301439924401935177506906334803272811674897119666945783749445297207555071517773058641929718511455835042906646086411578652654855714096592984297114383753189358904870423245390170728009121835546704144592027949294909799338111980801102817497473721040675190793225047864997527534548480750016054685373329954381477487712072275587816316073130369401475428524229329254315895333076064298716202707720642219864532997715958432791807725942537489547405671513472710603613050768763468852445559726405530657165771488724831068377786645033745763697426504346937990098738283789980368133931844782104135977009315020663858785133583838301579371486217590865035818257796993085940062998467874680037497488228236213989941804121898888519888991764589759726732579
497, 982, 2835, 5.7831861894546080482830446173258389567701989445450780041156096877043549851276585992363929590784686240851730604238019109739043801414051991657272299609417631531445152288421938289030019499846660934843076352936134178056433207981233106309103123251406921298863965716784801046553671222521559156495465512649392792183608543205411272819447498079003845144239217743624039412451873150973657145030454385461250370958230823333249574293898974013354420494250373008992094238670873155370968916281131981258907330324543862360190761987498070094461231234490186126530537154925613861241204597445116894452374655646285966026661727864836332778430449330971275606653691936955851351360667115007072472650605065580101136166380049692224949978466984193011889398122975143191984435407674597962449423491690839322476887346436271672683700882911217132438394568624325528366871613326419944007171749826794172123293432912278162651936181635354314496606692783213727477002305397090412926259785343614025985019681219759679334074141136
498, 982, 2835, 5.7831861880928407782692618864969680224908671520197813610442657157814830375858710230748576198909802454785042386186805261522739685154089873458688384692692933735349367419618178009066610634556813897955163081897422127241993638331231543883226563008539597062290772213266193292567773091113911080151588913764086976191442784162934805264643802904811479390438784427969377079812529000846762068626640581741556577901386685116396735488860449173953229262293322380075244304523901973953011866699721283838792846125523293731873115370207298247124083340459074342571483586201137094236207988563453728097523624637390551341062565266033673717571334880445339992920895688521302126139875979056415641983148296635882326708602780355966801165694999371416186662507057735746154249346021089942945943013101654298063696126994220986528131186329433322973295263306596544171367016923208651940321802589607298626753170889702361740248731009029088805015283959034693540288870459472481583194620845820672718866500073179836913486091746
499, 982, 2835, 5.7831861867419676145941754453673507693711257437773976705580651567292244657417497070508800574561454719954055472772985037761592049401666538270050756401288358286163296544342819207140596422011640084942562316421418341159656417638755980508389585528058220802364918261334198410952688552606006615384503386072940830839571610703706688611793137062895906905139979658294222253485970838815084598732746848205331270022735866586350821285879090255326621906142874114984167116064887217777164577581041384873986590600733065757557080323901167495229524898013065711446878501489147394427308906686153140369066596700115722179397560557660509277597972784848140968547082883423055314373238669280895929997011441030934052328692785021453515573469188391334336633750278762728024809074612543865987540467833110473341489233825268087273120030856651407090582953633915414909212968716789195256372446621150225124033385858326595318734304770381891333067269594105200941985078224614421404198946151326899019091644733766759681207369896
500, 982, 2835, 5.7831861854018798340191631623497098187219758148484955470962953209446881890479033733987235159102562131656085189531770254206341312952307188632147857508242654569588865729588643862380620086557063557341662437838347392885020115635236543373792761154924751468752008746671566817093928204172272592623447516543465066662506408786373319004207646596628520650630001979300187971323218254522350808794485957028388531166110470769318296176932500128061949103420858717153243987090714045129930507825136535605080852197741515624048537623326820201738944260366178028189157866246304611489749899222786295205922207325531463136115309652188495926741726209552337345237202280726744986213636949812562497228750049854442936119094496694304219237607795818923036890112865946767182532790107624065641835075833648302415238270632487490114620873621105780804079759261067211896206388568522858297320832963843358199100784681002374419404753928693075433130625250698188356985948999563534717825105486626270815396560072762719557874793995
501, 982, 2835, 5.7831861840724700127813275122689578570278462752284317147613919318790131252493003703710606898861706191765305426700058559528998930155450312564972019284715146929365797794526687689652572528490901645998034365128665851094341116787604509649681137293910547009593945842391803120211912429713776907676669279179138790954757167030643347352756632334010912356542617045604563474808295281556065373962757351993749915377807014098518253795305314260187171942195461538042251017894553955562803202449461594429407998790655435926713176043469226989654421109027099800142678084992632581393802127140427883817193539154946199571413198797684776502008417236995116176735716326847814172225107227403286864570604878691440864392802975977525440986345156542233866768827180754336881136592510639132220336425612914449617581641695083077575619560106288628798889974202586599111085057550422277239708824630450275293905882870408228517088400235768509629279181172962003434486922704748720257445039024759531590782187396616182838118013618
502, 982, 2835, 5.7831861827536320085094225289592932521827302753103186311930267503360221970126342290841974325335746054414326992699909627317455866304395300198161736766959152358265849000387187228841161818399536750192479766201435874926888551269194184425526484652391682236316563686967216842236714126801319994174418024596852056964510628298237013234829135301590797815504793019203344492510544718974455075538905816676417247311734656499528387283231376632929382611974806410707958400011295003305317143144536128486501786100343274384141538676296324228531125446272394022947373889813340325365589589882510081912960284236555764141146045906164763923304489840801225460408526694293680065698667647790797191932431700140369400580834446534235140688542911296044729569106105106636923654136215830916471830565511847144087789935168157653810659191586961902174159294272909747718298306948553861001384269053041673195714788854230395085625779551039748055925972126604309936145022322508215651584291293321147380429715246997156489208159628
503, 982, 2835, 5.7831861814452609424268280829354182191255381621054615349277431814826662353796976364095825342163909697995086884323734026635868549235574194489174183042644841088150315171428423917534189402372847969878603712461099016491155729242825139063846312495382525746137701380958247359196786018894469010236265566506904202017597596188645547897811306281044564416018592670233940544428135350621290879713077630859188290686638944920942723443998491420404799568341873869033984059067070622651129296490700342667748565757367373822670652427936693371719905605980205641409022777349042827448377476655070980820132252138735189232426104491739210588486902579345868609098518819405960968378360275336987894090682422612930082401000921819399891580929806753681873832320395887187923878919922450711988033330914126420494245217783070652195352495846358506227842321972903800155302520985963896019702963355541086765542954285644236189807550190721105124558383282577759553041228430225188562147429481981571576570589189264177837367998753
504, 982, 2835, 5.7831861801472531818364558177458545105446730688580320033128646066138775876591114052766651361879678681239447436220954898029967959182015007820562979877623068518617387086230310195096351970979277908153060390579888349020651514814332146159182770761008440641532405778122998551611052456703016915137227507881518293195054028916996591907480578316661613827320071174324438212789827445420603114378586559248765753169321497415274084189422745473742864657892277033614948867373816582656111918794366246676754313049154523012232122371032976620203618804477221005630437970733803199981773256840329981710825350642525169298827968729163929561670332528639498705744351134715901409498751013702490326765512933208075337028134282512118863774523833555044285620267953374157456015232853176923570997625002646313214868165214934455070803205670593767303419348778367461843511966979453738340159053288128460858722951800786526186233130322845415442455458729781077571825528060860735798771528259162035433160496984129850673189060566
505, 982, 2835, 5.7831861788595063228825721781287148695837883513077763997241026747006653516223024480982997365337507902929590514366922489987498105682943668454349448770056146376761075680008888422105015248768159911581246270168385787816256838430298648512880346678473024896280413369736612192343539907693347247970368370564198008283057720584028938187289841224249853659537310116428931968525838443113395865107412459137306853925481252158930321415291696331781373579308159440519944325832962609955126035060061854719547184401704363657238681833768976829841858678648466743298821949770444169742196014949721647772775018476563670746439910496925164781686130426689617499899764012311303659393452691616093765968223628999801665029987954637171448303310379831782112712118331073315552393989785166193722278179223049430132537753045358720165133152674971179346651160306004238089948932831430698581052808178321580481392626645281341021762223084966815155551689008962883195072570378792357432455992735994380443565818606620215216594071205
506, 982, 2835, 5.7831861775819191735846228691365207318684297100693926173483430442281843636064225101452483011349437494244747417765505768151113536162403551156213583344528689857497888840306856469767467725730285983615432887158505916013216979298780009529149449912102308732266567763493677228800560459317687568685648793313878720093669603596731053401911762029440866548916893048503289088249969997286880630420625905010790840398826415224785344622763807762505549038064137338407065885433006809191630713709462948613208909569922120894319701222190810833911939077087300263701137945958065585397374925001823621530536890320763152084856916547857944168102112013812893656110721877024031434464991745248559921719007333523310857296688781373375619067969261017588316225775748754239269461320652308493565261644515509141054034334849794680353898740299108562114698936254934118867021128642811543307114869906200494426733520976025350885990380748400301619173635348112933239503210756142932127158738496029191880405366787171082466307360374
507, 982, 2835, 5.7831861763143917371382398497905340948884677110276498937685340045358202696525076606563929414591557609599361346389736912488486930741087016550901892501487542790318434048180738706986857371844416180010648804351923776800278441367549519290759212614078759784133845414313682301745601616927606847814130467621760829655797440257384012178797047143202954705636864876394724112808708095791503374985536333382944137892159571096792711304504699421846230407404487086346601144617357367624621027308861557390387185541328189203004949230745802193143270685724770572094933793585989737255274784313826055663157232104466041280143120317242549235355215640330724201327923093590793179715657114552180825399755190190503317504506570426545570594134242537216179555655670211680839693902814560416448526460852344642182242304364606782869251266923680263692413328621460967602637912801034207307508710692307347101308522226033793855082838892246185838125347640694285342727372385166664056471554641939621061922594480708279396473264611
508, 982, 2835, 5.7831861750568251954787066380570616090530975039129381806151240551200772427899775397587224441876817536183915472285353331971645429212895756906579054692281153634446078933024768487706793642674634613669404801273666507632524870161683233405746988558995805763607341446111140111100543280684786607697839935145367859768464657732282922328565023285594513644035701625667246446235066196625265646254290794020925450436627322876487510880615960512386892285385072427812383496128229743666992388548802205719484913754848078629299811496605300023447772871211320558404684796102415025791459267428986227796290839879759888095384745142784427646807743705497552793372033272071820511875085478956147600611682874984041139440832431280433865322165092053274519498943822874089090207813320560326547803062240966046014992753497620218761118777251665053049070212610488102658441897047464063276542690581964865650313485089951336592954482927742988858254217604233663723119704772974680346180716456886933924665343532357275830268036448
509, 982, 2835, 5.7831861738091218931022503352117570255465480246472681971113961568373240125384183023412411436747650503160764378996318953176511680694915987668893290717377641265289003580887103170473846925336079979237038738416242630670750273842161749402650596893482728517719908563943433080572631241866693961839098211742091061797269999286772755435888408603280415133167457986286274002021078604514921984229911553838939140289350130607849917985258159187104210652685780132239503998066740506395137561188837519921861958164231180490963935984974765132576852580210329044966899451460189890058432638291038172255263948120067604375726241434328733070218037791171119588120267104004376076127094231696075136905610594994826896411541305370659118209227777421237415159588351901461387750871168557660648404565676152405927671366906817318017211981676274886597427221700853107598915374364629584214426423766659792202349470746113010143494160325976747803420844644711999377634982778797838176726368981204186947445041653305029107996040392
510, 982, 2835, 5.7831861725711853211406194149248171707218504185995445453800322530585150228557778397510610836756831220360619022036626019993764086859479311893125617076589666378135395072796428902753154135618573108405288595308287640262845012464973708550324724335637132386814649185864121670098912025969523128771514580190377866652959274016899645664471290952370031742104912432764102255387308359996399747308980530342005449187246981570657853584596454323339720505852631814906378509054907790439330809769710347799695614074508804263663000168417111971957529323471041847137483256440483773181554427822252916604878571295365684169998633416582064777526607835547818870647771907944643225303152326989984884339851071076876585303975423820051536991074021543385753986408981557597283466793741960928594198554202032388002056690970998966782524130977492897012038049920867303792500170854137552475885338521251241820643210606491150767258604473084416919727104713636953499210442452017870922347056579850662880121114756858759429326870697
511, 982, 2835, 5.7831861713429201016844950123943444405303357944596705245080937506336528669764915427967468223904970921458156430197482866256823643804960336208477038146687481582149475611161213535141346841527609595210226969215397249427724126213308305341530636021639968948978702745544038960881006684326470728868529498634701202197695145478773692680491101968463497411435620898912054031280331282106558157605396278022508771849762162842010252866241216279935194576926856093493154558943816114884470677669266447831311370969387638489440750193721351629806433926869011023269285394481027668144521519577731700337661296984809655166703032224840369918457143016376921385130832723640877884377826025453102839491728493897140711240849357140833444532741606258330552395301957977855796851289284888494632896325142010879374859040248588806405732553426667889656364346834551786632552850832510254276912112506157599575644164750410161781094398098835917883907072240150235375346272349650614811603962808854784134459476175677176619911593968
512, 982, 2835, 5.7831861701242319723513702371269543558751803062231255909013119892204299467554951784483201524070731394597315292612962432101611394203897772703302634466614245557278416073091609425293804249313157097391810223131114413545613407192525257119717180848543230952460977592043233038459738505430238583573735650271732969113160461677454646867340748838748406587032249613295667975583192968269046257147661522924156282645415953070964496794902670470524012512059081972104064081184640705756494223919458453806672274987704187862919344154563754257143760722447654441298730791284718906716125728580770439273325648131633630721074209074604563474988805770710762790095811136553832882186408700007109723134665437078101341955237787639570199900966624114928386980832554383291013104966638230326648748807890697830510691303353035919973410944518821532038344614687471328845144700443999169260073954882416546472270950436715328012871403923811270825252737798914480960652996174611075130466470824048025756309183030545773699875028084
513, 982, 2835, 5.7831861689150277710936169639118266672020796789725124680972905323962532047206296795935358103647504363191794693856345708884679860898972050615295291577756258905176906818762313587006261831835505599956686164566966228142124811481237863430523264399104768123653143513528356289378367633859034821890844718591632138572500282963272298941331135879557873325779593244461530315036245558360955163591807872786069262929247150621851652440387399215134077748594818990947083727318355049998136479310949107782139553813597592432113751861470628413609724363829983967585463978321756510024639511148260973316988284633216964181927175673981749181303788421052901310863176971177765977402410776005153294929208911438666882709355166234468827104406714984328144969448408263047373214856343655070077626876737132111629535635119609514904606027404169637478470429646810471962821192348252199547469208306382509786629429072734524286270823834186493144190440037346812977844856159465308879941221729099581520246163329435432945260377057
514, 982, 2835, 5.7831861677152154212425426734340043991542800221917620720822644355625878913505505539929715179936793231358716927422866210182499751527805930861802588052737762200462055475063955250972436954041567192123429885999216997976592145837285789482175179870955875235978842793369073598046821085587612428777809843715085637427923816586633329216729136119513161978634943095956116303277268298665011919863055051647770959812824378556584252517950293648659628266194471802083323058226703617522901285652631255459972355817943997337582516457245808318654158903725801015791785205616766585201591646377358252472746927806760821515270899133826365243015733313111509210443693211587652929591292109737153049449266872388432366155893743206310573175865380023364886759678426761430273605211155784384059309523747924412998873944188591952931285541120563868766996603835267201025690591055787417693109885284991330898698562375163896562355624230422658320152445603758158856358854545899741870723059083252620964152082146088382666876381684
515, 983, 2835, 5.7831861665247039167843212590117002798014273022356291863209612375064554545939419005321597489904224509302777422773921113554834034516657774125143814960278640181827545619908628398332840502069085443655664715431092400813605219041115857242886499369508557972724943075957644253366612179923782264201240539215998981128813146020760159124846229703306475925897357832675870585576543901128104401452748770050277620170523680535676975000026643943292354594429892212200857581985731742726912720632944554836956675585056362907769240279561025622722375543722929211752861444332963940642776917569507858429039250422818352274112740571887440804298850349750419288800997026348311952538530446847403349668227906919723243908228020570818783080580299042158007805030868909140169538123321056793295265010839787186470054382403337788105637088242806337406580682177433577192259283036051013046567209324285776535650593139129701518589081697161866279903174624137960711853866702656032271327662563920334896832044442892910650351441095
516, 983, 2835, 5.78318616534340330786376133024675360273734049027290348633495559492486239807078779345646829692297288946497716311345110195506016548409264637826291516042865010748395832422369808317151057504199560316347734113372697894907572524581739689961816049111520814298507676754296168058282599927593641307970312822220789232025059497322614330540119156553136515096589071032048171586194721814780436099589651896904137188311548944985119921048626440773010560259897580659808999902509446680941417104549495904416271793641945166705097110414462441712107846829569441897253519396484373137788805551019383337262383938547670482773282829236228019556177893902384621777447255043727966048972736975225147751614853619035872235696978502901064871827384072830587598090260854976266095692113002317406236616244671469447192442774615195256857479564851736273108558015769945579292797012342904377811344771796938861176706707876448284092251938106379503156751503053392920257901387314254478981087364188953524447625551268730885908119042678
517, 982, 2835, 5.7831861641712246865119534680411579365183868021154509853542904298143830154551513507725813430760570222501673381512544013566431012861326335724435154824623503069465304947069507052382087336464345570471804111102691512907655331677937118709530964291960184018915184151686803092140409407479779506004781274634019722156321709004980861446000871728686342378016600000142807555468746645773954480456088601316282510323466614208355559205131116371138020186184040039592853104816142211526679323821177132562460357567025703121172236291304387963028340666488854613115898592767717448406820122509229008817358045562448757161540682120830867274577984770306734017076014801182245568790914138109442767677140502546707297275333035053933817018701728913853382359275270441893062039374358788439973433322171229931907759373871662641556097239322615015713108243137746865005470470762949322711996038270101414692924608222288853177780887625390941903338740729042676423296764534969168971313678760932727420134750184755369099428438619
518, 982, 2835, 5.7831861630080801725939141575454432659330562799667365957682763043125527275366305431680320833138522437641848191070963792025132898623302240637801003124621174871646720888157630155787917057998973975599491782133134097962731337862600652089962806588976481101522003633683416324396327531311507671606215908623853719580557315689864020103918902781144644792953382440971337094514753712959217920640324036116676678837276514289775036105314273243498134312323148017349661058283110953284961029809862006661488640478210665185377787876957060992301609151108146721888810298724075954215381301775773097917399985709213172228118998742692436355113253238904956956086910577056509811827023831181362752794386777283171331731239796917057159701387059020333080781535399880103176119986284024780439827949480404375146044379117215723687602559627186196609031436893599313195998670697944361346069526536748112440769201434416733266691999312996859281351046641787574825048405703442855903975573764329103187775229262493014058135103956
519, 982, 2835, 5.7831861618538828999724187842791019101992868151615308648214936727873390530031281102682513936335647818313859919730311814884496720364060816788365137162226987188582315310732810345359728640522001607853371936052809792835782398031684284842380591474197930713098754399706489406312346165631904033774507251928461202752468275629513054634265688259174995949111969464511208085426325265132306380854595224509033187640139350927053955847330204846804373183958730544634527568121998175806970688714646395940427388323173377403184448914302240523581853409466376741539800912913017084540743094021590600019969809880615757808357023189052614744401783129598619285901267715287446952424805601547569023438920751037828854606534253509244504634242516379171143130513760066334558921899434740233776073633496475386687498002013146098605711895535700559113602089045157818634117233322691854249957060798593866553235262689950786241251397884021174179817806332257902357037204744112898704853582824987204921466686654659579878705602625
520, 982, 2835, 5.7831861607085470028842891610606769259826074871164971182553396500404983968687230541293618151324591097845120610198974607127122771479393654958867698566517321463316968354607251123836322791780490220886426558418655826999687308309502588199748613988887280792133272385775292276909664193712741446651987097834301826783906045207955683730080348982655404339084634529078985807663272785674141809563908810371635473919975320147035139027852553735357971702644029326225607262966126355994150390393912228443120989753011371030552537928498782529473727544906111608590103685248327000792996846402128339844175620447633428267853590997971505697532643956705232378550096228492605259062503419146483134267533004311463782942704262442598076316379978497596628252949470591164095120473309592524743827591916842678468095567495039037898884530768102074428792208130531695319125242469401226904645057132124351393833752468599832186868127604926493958325876886278785503952728080628553426199950655878762075624443001176655716270018253
521, 981, 2835, 5.783186159571987602525472595741594807500052930536690017747214243316752744980075637297765537674004544347425449115267728368323121626017632781568041666562964140150352591221264944685521552827584184054576016447419226956949332239888931148579522769290398461044637205345067043313121014257166967382834661035036656261329724779509330267332749606837367150196161993480341805895038790419650027592068572696499722765946750625221303436593578234498216215436009804749272857249166673398461083639042483620842865721048090024286556124172152704370999469199942274462998180102279955817443167813241449669812604410733224922702624145753326995049517343865156163914172223237330516030767192220226380486746295075848707746541716445348799474055998403705896949680684249783539338197172606517400850521251060779010353429567263464170269074943689637236855775681744851551865798641271106981350445935329878835263233988376188151225560804292696130540867058487259955656344374570531415888051129110066536281906480337149379025028837
522, 981, 2835, 5.783186158444120793841319547388633819733621823206139295677961752499786986637394129741581088153452879677008574848873357140153361236236832145876039517491552342626652916848638274928675714221738748870826645226213579345164263612897211526294938541364995151195436649331816042721646653809395511627382218942669756252949583936490419377345081777830122706291469762978435586387588923632314041276137285423290442219131270809755688963299785312240080455814278410013562833640767759175814988374406872046580107360303609033845784456752226295103945483785131373006085428560711661463458850234740409611476746836850614387098940215820640797955123285818323345269016273104291568706277669941769056695272229907648657768139386858919068638894835854468499613120100155374501191620670032040101609962374870987172420604705329646392172427094834297441255144323177765828005189815205662676263416132221702318199086140789611007204612880472444118647324506030800184518343657381327624616810386190071686870407084169310331690207695
523, 981, 2835, 5.783186157324863632518535485963754713982251657535938024261284944448285497076471732528428449529850188510551332608328548712090069956715938305957807905465008387685099831390893334227064847209436750227919400865062859816381564432807411517297340608030662835702176734040069624473284881736497171985810543908359512430466470800245433898407724096923005143740979439780999403506749627420106613468789653258568604923363655569752956639052567755236174771486402342180909199266137962533336377233556168504157088581908378117281953087156995374899528707201365477317405958676278633872674601290001703096282354389222290263076124212648658707780114616876854763465377054283805393671804831825689825578073634987267551597639968646860256725811881789364694432122781163461771967593969790540276753286857267835297956870746939135096762464511578099742023751292663545654687054175464885076953259623888566471406376016014550098002464282917363255974259381733435489285765937867902438074022545693675517355808727119604977939317699
524, 981, 2835, 5.78318615621413412217534970131230484915271073852617543031191773413755481646228931429980404737023245441670090951561969940405471993255167165411716230640909266267734733811985691565001234967468732229501755431460382457580488243548039644779452452916806911085541466114858586591331705819755890677616699654395811438252780943706373359168524268552843433820311548647238992816365962391260080619637420579654785124655100437443832146290900029080050028855472953324195191265303204620244313596584507510640386372289516662131203564148071807108576016222581727941019824051852423033405446786888672377725837271438865474217769597106708086565034966202220185672505702432866871408141088802865437670535725739822742255359498886048552243184166818763408090020250082652273185270671192931545037354515451795035819222465721767730782738770028182436000484854718970077397858353449082377545688162467239103233133660157740372172481421367527108475775843405621518020164638143375068209767507708511554324046042520912038506998265
525, 981, 2835, 5.783186155111851201746509534166216428639993994470583529611905571966667927476443130151056356846986066965546891959482358207936831522412274188964262999353742911871301408321968368786044910130754414674677283279925285896999764622293247294199655647361680247102245524420285779998344555106845996621030341664417108243334134546364041688390745828267092910433579936135754377543781474455528460740373156306167816803595487939175588766516310976990626916943686264091534150251339561794900770001734238907131675754183712844868488222832458510903501347142630476207144891513727916131360509446383157768075344633710937739691628860054817390121363493989583938773455400645776349669238772573896659891024315758922233316280534744471961381301688972809527790320710950383970773101210716001939288390196385128901667110515024304353204914838318781838035245584096908965543199945583689474215313932352023191779994660132101955400705070474237329594125226382008907657879480872822064502068612913962087904510755304758020837097756
526, 981, 2835, 5.783186154017934733059772856864148479031838925425735947176753838703030917681116612447842208687192814993807361652168254994394095279777659994171110324440760405710412226393526225946214897729734850192207550644155212194311328819634936350204046006671314559749268142030426386632224760816976884189069550498502022778450392992666827276722077849519584648345498698997214604848155193528630454969521507053801112482540005417198216257867585462934457548159215667502803160173703142495905026201803388086942160471796222994781430606072004215388450597804116576565854961231722009421368702091037709767411906486831406717071859488655982441516545705391101914116654850481359297742701764696942151245576238107691053021507239873959941837284179225256767531512143862734266996003511045791928632179247121749359974002380469899920865449727754708659637330132419943371458273545438562984241177325704641860053898105813341185277918517064667956928972035085460499223349454176457990279759515849087720252998113240943125370945595
527, 981, 2835, 5.783186152932305488600634645764918309420993271253371493850331009539065567643631101173644435197370920881393528210188898628240423611573495038752765165204096676392754915507205370932056493845387892921904611807645477372417724800825010789699081141400755045897178058899132170434811362079478091091288657160455656706067264167794664877041776361055131583927262457141334904916249218184946725565931557790682072184533880389837422365668102077410090566106624000977416226176745285610803835647454208323941068027465897655838532871501754480095297259908414996970903162639508832991412553639134856959217976472202861127890644481312301390202758028976441806156324304272145949680403916154347099733224662795384370686379165646205341921839442339372727286268021913222887374530335651308507443151818722265598877880270940955668595800205030209433920479396119131440634861949560851935864610949564027628922852877620921484685917153711803127370184089692306144562340873446442319687213841111911123158637569263451097179158014
